Timestamp_Unix,Fecha_Hora,ID_Nodo,Temp_Sonda_C,Hum_Tierra_Pct,Temp_Amb_C,Hum_Amb_Pct,Raw_Sonda,Raw_Tierra,Raw_AmbT,Raw_AmbH,Paquete_Num
1778383708,2026-05-10 03:28:28,1,19.0,83.03,19.47,44.18,328,741,467,426,48
1778384008,2026-05-10 03:33:28,1,19.0,83.63,19.87,40.34,324,747,467,400,49
1778384308,2026-05-10 03:38:28,1,19.0,82.31,19.38,40.45,329,739,464,402,50
1778384608,2026-05-10 03:43:28,1,19.0,83.26,19.51,42.69,329,744,463,417,51
1778384908,2026-05-10 03:48:28,1,19.0,83.42,20.61,40.83,328,745,472,404,52
1778385208,2026-05-10 03:53:28,1,19.0,83.46,19.97,41.03,327,747,469,407,53
1778385508,2026-05-10 03:58:28,1,19.0,83.08,20.63,42.41,328,741,475,414,54
1778385808,2026-05-10 04:03:28,1,19.0,84.04,19.91,42.02,327,752,471,414,55
1778386108,2026-05-10 04:08:28,1,19.0,82.53,20.39,42.16,328,739,472,412,56
1778386408,2026-05-10 04:13:28,1,19.0,83.53,19.41,43.36,332,748,464,420,57
1778386708,2026-05-10 04:18:28,1,19.0,83.96,20.47,41.73,327,747,472,411,58
1778387008,2026-05-10 04:23:28,1,19.0,81.79,20.6,40.75,328,734,475,406,59
1778387308,2026-05-10 04:28:28,1,19.0,83.97,21.52,41.37,329,749,481,409,60
1778387608,2026-05-10 04:33:28,1,19.0,83.14,20.88,40.28,330,741,479,400,61
1778387908,2026-05-10 04:38:28,1,19.0,82.13,20.58,41.38,327,735,476,408,62
1778388208,2026-05-10 04:43:28,1,19.0,83.35,20.35,42.0,330,746,474,413,63
1778388508,2026-05-10 04:48:28,1,19.0,82.57,20.94,41.53,327,735,475,411,64
1778388808,2026-05-10 04:53:28,1,19.0,81.76,20.8,40.75,329,735,475,405,65
1778389108,2026-05-10 04:58:28,1,19.0,83.74,21.18,38.4,331,747,479,392,66
1778389408,2026-05-10 05:03:28,1,19.0,83.6,20.95,41.23,328,746,478,406,67
1778389708,2026-05-10 05:08:28,1,19.0,83.12,21.17,36.43,329,744,481,380,68
1778390008,2026-05-10 05:13:28,1,19.0,84.18,21.31,38.83,327,749,483,391,69
1778390308,2026-05-10 05:18:28,1,19.0,81.86,21.27,40.94,328,733,481,403,70
1778390608,2026-05-10 05:23:28,1,19.0,81.6,21.69,36.57,325,730,483,383,71
1778390908,2026-05-10 05:28:28,1,19.0,81.51,21.19,39.92,330,729,480,399,72
1778391208,2026-05-10 05:33:28,1,19.0,81.7,21.14,36.17,327,732,477,374,73
1778391508,2026-05-10 05:38:28,1,19.0,81.31,21.56,38.42,329,734,479,387,74
1778391808,2026-05-10 05:43:28,1,19.0,82.41,21.42,37.42,327,738,483,384,75
1778392108,2026-05-10 05:48:28,1,19.0,81.45,21.9,37.08,328,734,486,380,76
1778392408,2026-05-10 05:53:28,1,19.0,81.86,22.49,37.39,328,733,491,381,77
1778392708,2026-05-10 05:58:28,1,19.0,81.14,22.22,35.15,328,730,488,370,78
1778393008,2026-05-10 06:03:28,1,19.0,81.63,22.29,38.35,331,731,487,390,79
1778393308,2026-05-10 06:08:28,1,19.0,80.43,22.0,36.27,328,722,487,378,80
1778393608,2026-05-10 06:13:28,1,19.0,81.33,22.33,35.77,325,730,489,374,81
1778393908,2026-05-10 06:18:28,1,19.0,81.25,22.66,32.72,328,732,494,357,82
1778394208,2026-05-10 06:23:28,1,19.0,80.35,21.96,31.88,330,718,486,354,83
1778394508,2026-05-10 06:28:28,1,19.0,80.65,21.78,35.46,327,722,482,371,84
1778394808,2026-05-10 06:33:28,1,19.0,81.21,21.84,31.56,327,730,485,348,85
1778395108,2026-05-10 06:38:28,1,19.0,80.68,22.72,34.06,328,724,493,363,86
1778395408,2026-05-10 06:43:28,1,19.0,80.99,22.58,32.59,326,728,490,357,87
1778395708,2026-05-10 06:48:28,1,19.0,80.85,21.99,34.24,330,728,484,365,88
1778396008,2026-05-10 06:53:28,1,19.0,79.97,22.47,35.85,328,716,490,375,89
1778396308,2026-05-10 06:58:28,1,19.0,80.76,22.78,32.95,327,725,493,357,90
1778396608,2026-05-10 07:03:28,1,19.0,80.36,22.89,33.16,331,719,491,360,91
1778396908,2026-05-10 07:08:28,1,19.0,80.24,23.55,32.2,329,722,499,356,92
1778397208,2026-05-10 07:13:28,1,19.0,80.67,23.63,33.75,329,727,500,362,93
1778397508,2026-05-10 07:18:28,1,19.0,80.64,22.56,32.79,330,723,489,355,94
1778397808,2026-05-10 07:23:28,1,19.0,79.61,23.26,32.24,330,715,497,351,95
1778398108,2026-05-10 07:28:28,1,19.0,79.64,23.2,28.92,329,716,494,334,96
1778398408,2026-05-10 07:33:28,1,19.0,79.65,23.5,28.32,327,715,499,328,97
1778398708,2026-05-10 07:38:28,1,19.0,79.94,23.6,30.1,328,721,498,342,98
1778399008,2026-05-10 07:43:28,1,19.0,79.14,23.72,29.88,328,710,500,341,99
1778399308,2026-05-10 07:48:28,1,19.0,80.2,23.18,32.04,330,721,495,355,100
1778399608,2026-05-10 07:53:28,1,19.0,79.99,23.63,27.61,329,716,500,325,101
1778399908,2026-05-10 07:58:28,1,19.0,79.6,23.89,27.89,329,713,503,326,102
1778400208,2026-05-10 08:03:28,1,19.0,79.82,23.19,27.25,326,718,495,325,103
1778400508,2026-05-10 08:08:28,1,19.0,79.35,23.41,30.7,329,712,499,345,104
1778400808,2026-05-10 08:13:28,1,19.0,80.11,23.47,26.88,326,718,495,321,105
1778401108,2026-05-10 08:18:28,1,19.0,78.47,24.46,26.96,328,710,506,321,106
1778401408,2026-05-10 08:23:28,1,19.0,79.26,23.17,23.51,330,713,496,302,107
1778401708,2026-05-10 08:28:28,1,19.0,79.68,23.26,27.74,329,718,496,328,108
1778402008,2026-05-10 08:33:28,1,19.0,79.69,23.88,25.43,328,718,499,313,109
1778402308,2026-05-10 08:38:28,1,19.0,79.2,24.08,25.62,330,710,504,316,110
1778402608,2026-05-10 08:43:28,1,19.0,79.29,23.72,25.77,328,717,501,314,111
1778402908,2026-05-10 08:48:28,1,19.0,79.24,24.39,25.48,330,715,504,312,112
1778403208,2026-05-10 08:53:28,1,19.0,79.03,24.34,22.43,327,716,503,295,113
1778403508,2026-05-10 08:58:28,1,19.0,80.03,24.63,24.54,326,719,508,301,114
1778403808,2026-05-10 09:03:28,1,19.0,79.6,24.51,24.62,329,718,508,308,115
1778404108,2026-05-10 09:08:28,1,19.0,80.31,24.41,24.44,330,724,501,306,116
1778404408,2026-05-10 09:13:28,1,19.0,79.94,24.09,22.71,326,720,503,294,117
1778404708,2026-05-10 09:18:28,1,19.0,80.61,23.9,25.83,328,727,500,314,118
1778405008,2026-05-10 09:23:28,1,19.0,79.66,24.67,20.34,331,719,506,280,119
1778405308,2026-05-10 09:28:28,1,19.0,79.81,24.63,23.39,328,718,506,299,120
1778405608,2026-05-10 09:33:28,1,19.0,80.33,24.26,19.27,327,722,503,274,121
1778405908,2026-05-10 09:38:28,1,19.0,81.12,24.15,19.71,326,728,501,277,122
1778406208,2026-05-10 09:43:28,1,19.0,79.71,24.6,22.63,329,718,506,294,123
1778406508,2026-05-10 09:48:28,1,19.0,78.36,24.37,18.43,329,707,504,273,124
1778406808,2026-05-10 09:53:28,1,19.0,79.05,24.63,20.62,328,713,510,284,125
1778407108,2026-05-10 09:58:28,1,19.0,78.73,25.09,19.6,328,708,511,276,126
1778407408,2026-05-10 10:03:28,1,19.0,78.93,25.26,19.68,330,713,511,278,127
1778407708,2026-05-10 10:08:28,1,19.0,80.72,24.55,18.0,331,723,505,268,128
1778408008,2026-05-10 10:13:28,1,19.0,79.87,24.31,18.81,325,718,503,271,129
1778408308,2026-05-10 10:18:28,1,19.0,80.61,25.19,18.8,326,725,509,270,130
1778408608,2026-05-10 10:23:28,1,19.0,80.86,24.25,19.83,329,726,506,282,131
1778408908,2026-05-10 10:28:28,1,19.0,81.13,25.23,19.73,328,729,514,277,132
1778409208,2026-05-10 10:33:28,1,19.0,79.48,24.48,18.94,326,713,506,272,133
1778409508,2026-05-10 10:38:28,1,19.0,80.26,25.68,21.6,330,719,514,291,134
1778409808,2026-05-10 10:43:28,1,19.0,80.25,24.48,20.6,330,724,507,280,135
1778410108,2026-05-10 10:48:28,1,19.0,80.41,25.0,18.82,328,720,506,271,136
1778410408,2026-05-10 10:53:28,1,19.0,81.91,24.72,19.4,327,735,507,277,137
1778410708,2026-05-10 10:58:28,1,19.0,80.43,25.16,20.07,330,725,513,277,138
1778411008,2026-05-10 11:03:28,1,19.0,82.17,24.6,20.23,324,733,504,283,139
1778411308,2026-05-10 11:08:28,1,19.0,81.16,24.25,18.0,327,726,504,266,140
1778411608,2026-05-10 11:13:28,1,19.0,81.03,25.11,19.36,327,726,511,276,141
1778411908,2026-05-10 11:18:28,1,19.0,82.85,24.75,18.0,328,738,507,265,142
1778412208,2026-05-10 11:23:28,1,19.0,81.16,25.17,18.64,327,728,511,273,143
1778412508,2026-05-10 11:28:28,1,19.0,82.25,24.88,18.0,326,734,509,269,144
1778412808,2026-05-10 11:33:28,1,19.0,82.0,25.46,18.0,331,729,515,269,145
1778413108,2026-05-10 11:38:28,1,19.0,80.82,25.31,19.15,327,726,512,275,146
1778413408,2026-05-10 11:43:28,1,19.0,82.26,25.03,18.0,328,736,508,267,147
1778413708,2026-05-10 11:48:28,1,19.0,82.31,24.45,18.0,327,734,505,266,148
1778414008,2026-05-10 11:53:28,1,19.0,82.6,24.92,20.52,328,737,509,283,149
1778414308,2026-05-10 11:58:28,1,19.0,81.66,24.76,18.0,330,735,507,267,150
1778414608,2026-05-10 12:03:28,1,19.0,82.15,24.88,18.0,328,736,510,268,151
1778414908,2026-05-10 12:08:28,1,19.0,82.81,24.82,18.09,330,743,507,268,152
1778415208,2026-05-10 12:13:28,1,19.0,83.17,25.06,18.0,331,744,512,269,153
1778415508,2026-05-10 12:18:28,1,19.0,83.27,25.1,21.36,324,747,511,289,154
1778415808,2026-05-10 12:23:28,1,19.0,82.84,24.49,18.0,326,742,503,267,155
1778416108,2026-05-10 12:28:28,1,19.0,82.79,25.1,18.54,330,741,511,271,156
1778416408,2026-05-10 12:33:28,1,19.0,84.07,24.23,18.0,330,748,503,267,157
1778416708,2026-05-10 12:38:28,1,19.0,82.67,24.37,20.61,324,738,504,281,158
1778417008,2026-05-10 12:43:28,1,19.0,83.11,24.75,19.53,326,739,506,280,159
1778417308,2026-05-10 12:48:28,1,19.0,82.96,24.56,18.0,328,741,506,268,160
1778417608,2026-05-10 12:53:28,1,19.0,83.65,24.45,18.0,328,747,505,263,161
1778417908,2026-05-10 12:58:28,1,19.0,83.72,24.47,20.1,327,749,506,280,162
1778418208,2026-05-10 13:03:28,1,19.0,82.78,24.84,23.99,328,742,508,304,163
1778418508,2026-05-10 13:08:28,1,19.0,83.2,24.42,22.78,326,748,503,296,164
1778418808,2026-05-10 13:13:28,1,19.0,84.87,25.24,21.65,330,759,512,290,165
1778419108,2026-05-10 13:18:28,1,19.0,83.74,24.49,20.52,327,747,503,281,166
1778419408,2026-05-10 13:23:28,1,19.0,83.04,24.94,21.28,329,743,508,286,167
1778419708,2026-05-10 13:28:28,1,19.0,84.11,24.7,23.35,329,748,506,297,168
1778420008,2026-05-10 13:33:28,1,19.0,84.14,24.5,22.29,329,749,506,289,169
1778420308,2026-05-10 13:38:28,1,19.0,83.76,25.56,22.77,329,749,512,295,170
1778420608,2026-05-10 13:43:28,1,19.0,84.52,24.18,20.29,327,754,504,280,171
1778420908,2026-05-10 13:48:28,1,19.0,84.58,24.42,22.58,327,755,507,295,172
1778421208,2026-05-10 13:53:28,1,19.0,83.15,23.91,23.26,329,743,499,300,173
1778421508,2026-05-10 13:58:28,1,19.0,83.77,23.84,23.56,330,751,498,300,174
1778421808,2026-05-10 14:03:28,1,19.0,83.51,23.97,23.77,326,748,503,303,175
1778422108,2026-05-10 14:08:28,1,19.0,83.26,24.96,27.01,327,747,506,323,176
1778422408,2026-05-10 14:13:28,1,19.0,84.35,24.09,22.8,327,750,503,297,177
1778422708,2026-05-10 14:18:28,1,19.0,83.17,24.24,26.45,326,744,503,316,178
1778423008,2026-05-10 14:23:28,1,19.0,83.05,23.81,26.17,328,745,503,316,179
1778423308,2026-05-10 14:28:28,1,19.0,84.05,23.57,23.21,329,748,499,298,180
1778423608,2026-05-10 14:33:28,1,19.0,85.35,23.61,24.5,328,760,499,305,181
1778423908,2026-05-10 14:38:28,1,19.0,83.82,24.92,25.11,327,746,508,312,182
1778424208,2026-05-10 14:43:28,1,19.0,83.45,23.88,25.68,330,743,501,314,183
1778424508,2026-05-10 14:48:28,1,19.0,83.84,23.87,27.64,331,749,501,326,184
1778424808,2026-05-10 14:53:28,1,19.0,84.66,23.23,26.05,326,754,493,314,185
1778425108,2026-05-10 14:58:28,1,19.0,83.99,23.54,24.78,328,748,501,308,186
1778425408,2026-05-10 15:03:28,1,19.0,84.18,23.36,28.08,329,752,496,328,187
1778425708,2026-05-10 15:08:28,1,19.0,84.19,23.23,27.81,328,750,495,328,188
1778426008,2026-05-10 15:13:28,1,19.0,84.34,23.14,28.15,328,751,496,330,189
1778426308,2026-05-10 15:18:28,1,19.0,84.5,22.79,27.35,328,750,492,323,190
1778426608,2026-05-10 15:23:28,1,19.0,85.32,23.28,29.22,327,759,493,336,191
1778426908,2026-05-10 15:28:28,1,19.0,85.23,23.84,31.47,329,759,504,349,192
1778427208,2026-05-10 15:33:28,1,19.0,84.33,23.12,29.71,328,752,491,336,193
1778427508,2026-05-10 15:38:28,1,19.0,83.73,23.55,30.5,328,748,496,342,194
1778427808,2026-05-10 15:43:28,1,19.0,83.59,22.94,32.07,329,747,490,350,195
1778428108,2026-05-10 15:48:28,1,19.0,84.32,23.3,29.59,330,755,498,338,196
1778428408,2026-05-10 15:53:28,1,19.0,84.18,22.86,32.38,329,751,493,354,197
1778428708,2026-05-10 15:58:28,1,19.0,84.35,23.62,32.09,329,752,499,353,198
1778429008,2026-05-10 16:03:28,1,19.0,83.63,23.51,31.46,330,746,499,347,199
1778429308,2026-05-10 16:08:28,1,19.0,83.6,23.8,32.38,328,749,502,357,200
1778429608,2026-05-10 16:13:28,1,19.0,82.76,22.61,36.55,326,739,488,380,201
1778429908,2026-05-10 16:18:28,1,19.0,82.99,22.6,32.67,330,745,492,357,202
1778430208,2026-05-10 16:23:28,1,19.0,81.93,22.36,33.66,329,737,489,362,203
1778430508,2026-05-10 16:28:28,1,19.0,82.79,21.62,36.06,325,740,482,376,204
1778430808,2026-05-10 16:33:28,1,19.0,83.02,23.05,33.74,328,746,491,361,205
1778431108,2026-05-10 16:38:28,1,19.0,82.74,22.11,33.61,327,741,484,364,206
1778431408,2026-05-10 16:43:28,1,19.0,83.22,22.56,34.48,328,742,489,366,207
1778431708,2026-05-10 16:48:28,1,19.0,84.02,22.53,35.9,329,750,490,377,208
1778432008,2026-05-10 16:53:28,1,19.0,82.51,22.14,35.97,328,740,486,374,209
1778432308,2026-05-10 16:58:28,1,19.0,82.07,22.49,35.99,331,732,488,377,210
1778432608,2026-05-10 17:03:28,1,19.0,82.21,21.54,38.28,330,737,483,390,211
1778432908,2026-05-10 17:08:28,1,19.0,80.95,22.18,36.17,328,727,487,374,212
1778433208,2026-05-10 17:13:28,1,19.0,81.52,21.85,35.82,331,732,486,373,213
1778433508,2026-05-10 17:18:28,1,19.0,81.89,21.36,39.97,328,734,481,400,214
1778433808,2026-05-10 17:23:28,1,19.0,81.07,21.34,36.88,327,727,478,381,215
1778434108,2026-05-10 17:28:28,1,19.0,81.96,22.06,37.18,329,737,485,384,216
1778434408,2026-05-10 17:33:28,1,19.0,81.77,21.22,38.4,328,733,481,393,217
1778434708,2026-05-10 17:38:28,1,19.0,81.21,21.12,38.99,329,728,479,395,218
1778435008,2026-05-10 17:43:28,1,19.0,81.53,21.46,41.02,328,729,483,405,219
1778435308,2026-05-10 17:48:28,1,19.0,81.37,20.21,39.29,331,731,472,396,220
1778435608,2026-05-10 17:53:28,1,19.0,81.32,20.31,39.12,328,729,470,396,221
1778435908,2026-05-10 17:58:28,1,19.0,81.16,20.52,40.11,330,730,474,401,222
1778436208,2026-05-10 18:03:28,1,19.0,81.42,21.27,38.7,328,728,477,391,223
1778436508,2026-05-10 18:08:28,1,19.0,81.69,20.92,36.28,327,737,478,376,224
1778436808,2026-05-10 18:13:28,1,19.0,81.37,20.48,43.29,327,729,474,417,225
1778437108,2026-05-10 18:18:28,1,19.0,81.8,20.57,43.02,329,732,474,417,226
1778437408,2026-05-10 18:23:28,1,19.0,81.09,20.69,39.99,328,730,476,399,227
1778437708,2026-05-10 18:28:28,1,19.0,80.57,20.4,40.12,327,723,471,402,228
1778438008,2026-05-10 18:33:28,1,19.0,80.8,20.65,39.22,327,727,476,397,229
1778438308,2026-05-10 18:38:28,1,19.0,80.28,20.69,41.25,329,722,474,406,230
1778438608,2026-05-10 18:43:28,1,19.0,79.87,20.89,40.8,327,720,476,405,231
1778438908,2026-05-10 18:48:28,1,19.0,79.97,21.29,41.83,330,720,481,411,232
1778439208,2026-05-10 18:53:28,1,19.0,81.05,20.91,41.05,327,726,473,406,233
1778439508,2026-05-10 18:58:28,1,19.0,80.61,20.3,39.57,327,725,472,397,234
1778439808,2026-05-10 19:03:28,1,19.0,79.78,20.35,40.99,329,723,473,405,235
1778440108,2026-05-10 19:08:28,1,19.0,80.12,20.09,43.98,328,719,470,423,236
1778440408,2026-05-10 19:13:28,1,19.0,79.23,20.33,45.65,328,714,471,431,237
1778440708,2026-05-10 19:18:28,1,19.0,80.65,20.21,40.81,329,722,472,404,238
1778441008,2026-05-10 19:23:28,1,19.0,80.12,19.71,42.74,326,718,468,417,239
1778441308,2026-05-10 19:28:28,1,19.0,79.32,19.62,44.0,327,715,465,423,240
1778441608,2026-05-10 19:33:28,1,19.0,80.12,20.43,40.38,331,719,475,400,241
1778441908,2026-05-10 19:38:28,1,19.0,79.58,19.33,42.17,329,719,462,412,242
1778442208,2026-05-10 19:43:28,1,19.0,78.47,19.49,41.59,331,711,466,410,243
1778442508,2026-05-10 19:48:28,1,19.0,78.49,19.56,39.66,328,707,466,397,244
1778442808,2026-05-10 19:53:28,1,19.0,78.67,19.41,40.46,327,709,465,403,245
1778443108,2026-05-10 19:58:28,1,19.0,78.86,19.82,40.34,326,714,466,401,246
1778443408,2026-05-10 20:03:28,1,19.0,78.97,18.94,39.79,327,711,461,399,247
1778443708,2026-05-10 20:08:28,1,19.0,79.4,19.02,41.98,328,718,462,412,248
1778444008,2026-05-10 20:13:28,1,19.0,80.05,19.3,41.31,329,717,467,405,249
1778444308,2026-05-10 20:18:28,1,19.0,78.74,19.2,37.61,329,711,462,385,250
1778444608,2026-05-10 20:23:28,1,19.0,79.78,19.3,43.31,328,715,464,421,251
1778444908,2026-05-10 20:28:28,1,19.0,79.83,18.88,42.86,329,721,460,416,252
1778445208,2026-05-10 20:33:28,1,19.0,77.75,19.64,41.42,327,701,467,408,253
1778445508,2026-05-10 20:38:28,1,19.0,78.52,19.1,39.96,329,711,464,399,254
1778445808,2026-05-10 20:43:28,1,19.0,78.87,19.02,41.67,330,713,461,412,255
1778446108,2026-05-10 20:48:28,1,19.0,79.06,19.53,41.51,333,715,467,408,256
1778446408,2026-05-10 20:53:28,1,19.0,79.43,18.95,39.45,328,717,461,395,257
1778446708,2026-05-10 20:58:28,1,19.0,78.74,18.82,40.54,329,710,457,400,258
1778447008,2026-05-10 21:03:28,1,19.0,79.71,18.22,42.07,328,717,455,413,259
1778447308,2026-05-10 21:08:28,1,19.0,79.78,18.97,38.61,330,718,462,391,260
1778447608,2026-05-10 21:13:28,1,19.0,78.24,18.4,38.68,330,707,456,394,261
1778447908,2026-05-10 21:18:28,1,19.0,79.39,18.62,40.99,328,716,460,403,262
1778448208,2026-05-10 21:23:28,1,19.0,78.03,18.65,40.4,330,704,459,401,263
1778448508,2026-05-10 21:28:28,1,19.0,79.86,19.06,40.61,324,719,463,404,264
1778448808,2026-05-10 21:33:28,1,19.0,79.13,18.37,37.37,326,713,456,383,265
1778449108,2026-05-10 21:38:28,1,19.0,80.01,19.07,38.19,329,722,461,389,266
1778449408,2026-05-10 21:43:28,1,19.0,80.25,17.81,38.45,328,719,454,390,267
1778449708,2026-05-10 21:48:28,1,19.0,79.25,17.39,38.41,329,711,446,388,268
1778450008,2026-05-10 21:53:28,1,19.0,79.79,18.04,36.44,332,722,454,381,269
1778450308,2026-05-10 21:58:28,1,19.0,79.64,18.8,38.59,327,714,459,392,270
1778450608,2026-05-10 22:03:28,1,19.0,79.96,18.29,35.11,330,719,455,368,271
1778450908,2026-05-10 22:08:28,1,19.0,79.23,17.97,38.45,330,713,452,391,272
1778451208,2026-05-10 22:13:28,1,19.0,79.08,18.65,35.19,330,711,459,368,273
1778451508,2026-05-10 22:18:28,1,19.0,79.94,18.27,37.59,326,715,454,387,274
1778451808,2026-05-10 22:23:28,1,19.0,80.07,17.65,37.1,330,720,451,382,275
1778452108,2026-05-10 22:28:28,1,19.0,80.71,17.91,35.39,331,724,455,371,276
1778452408,2026-05-10 22:33:28,1,19.0,80.47,18.09,34.16,329,725,454,366,277
1778452708,2026-05-10 22:38:28,1,19.0,80.99,18.12,32.09,327,725,455,352,278
1778453008,2026-05-10 22:43:28,1,19.0,79.37,18.78,32.25,329,714,458,353,279
1778453308,2026-05-10 22:48:28,1,19.0,80.56,17.63,32.03,329,725,451,352,280
1778453608,2026-05-10 22:53:28,1,19.0,80.7,17.98,33.65,328,720,454,360,281
1778453908,2026-05-10 22:58:28,1,19.0,80.68,17.8,30.47,328,725,451,341,282
1778454208,2026-05-10 23:03:28,1,19.0,80.03,18.57,31.88,329,720,457,351,283
1778454508,2026-05-10 23:08:28,1,19.0,81.25,18.18,33.13,329,726,454,359,284
1778454808,2026-05-10 23:13:28,1,19.0,80.63,18.48,32.86,329,727,458,358,285
1778455108,2026-05-10 23:18:28,1,19.0,81.43,18.12,29.33,331,728,453,335,286
1778455408,2026-05-10 23:23:28,1,19.0,81.81,17.83,31.69,329,730,452,350,287
1778455708,2026-05-10 23:28:28,1,19.0,81.88,17.76,29.1,329,732,451,332,288
1778456008,2026-05-10 23:33:28,1,19.0,81.8,18.04,31.24,328,735,454,346,289
1778456308,2026-05-10 23:38:28,1,19.0,82.03,17.94,27.5,330,737,455,327,290
1778456608,2026-05-10 23:43:28,1,19.0,81.98,18.41,29.7,329,736,457,338,291
1778456908,2026-05-10 23:48:28,1,19.0,82.57,17.63,28.64,329,740,452,332,292
1778457208,2026-05-10 23:53:28,1,19.0,81.79,17.64,29.85,328,735,448,338,293
1778457508,2026-05-10 23:58:28,1,19.0,80.6,17.77,30.1,328,727,452,338,294
1778457808,2026-05-11 00:03:28,1,19.0,82.17,18.05,31.25,328,736,454,348,295
1778458108,2026-05-11 00:08:28,1,19.0,82.81,18.18,28.13,329,741,457,325,296
1778458408,2026-05-11 00:13:28,1,19.0,82.51,18.29,27.46,326,738,455,325,297
1778458708,2026-05-11 00:18:28,1,19.0,82.95,18.39,27.98,327,743,455,326,298
1778459008,2026-05-11 00:23:28,1,19.0,83.13,18.17,25.47,326,742,453,315,299
